road_id,grid_row,grid_col,road_length_m,road_class,road_name,lanes,width_m,maxspeed_kmh,lanes_source,width_source,speed_source,elevation_m,imperviousness,infiltration_mm_hr,flow_accumulation,flow_direction,twi,slope_deg
R-330,52,18,86.31,tertiary,Sharada Devi Road,2,8.0,40,estimated,estimated,estimated,2.3,0.774,2.26,1.44,1,7.134,2.11
R-330,52,17,86.31,tertiary,Sharada Devi Road,2,8.0,40,estimated,estimated,estimated,2.79,0.769,2.31,1.25,2,6.883,2.18
R-330,51,17,86.31,tertiary,Sharada Devi Road,2,8.0,40,estimated,estimated,estimated,2.97,0.767,2.33,1.11,1,6.69,2.62
R-330,51,16,86.31,tertiary,Sharada Devi Road,2,8.0,40,estimated,estimated,estimated,3.57,0.762,2.38,1.03,1,6.485,2.65
R-330,51,15,86.31,tertiary,Sharada Devi Road,2,8.0,40,estimated,estimated,estimated,3.94,0.758,2.42,1.05,1,6.518,2.56
R-330,50,15,86.31,tertiary,Sharada Devi Road,2,8.0,40,estimated,estimated,estimated,4.25,0.755,2.45,1.0,1,6.389,2.85
R-331,54,22,6.9,residential,,2,6.0,30,estimated,estimated,estimated,2.12,0.775,2.25,3.68,128,9.187,0.66
R-331,55,22,6.9,residential,,2,6.0,30,estimated,estimated,estimated,2.07,0.776,2.24,2.57,128,8.772,0.55
R-332,54,22,23.35,residential,,2,6.0,30,estimated,estimated,estimated,2.12,0.775,2.25,3.68,128,9.187,0.66
R-332,53,23,23.35,residential,,2,6.0,30,estimated,estimated,estimated,2.38,0.773,2.27,3.27,128,8.448,1.1
R-332,52,23,23.35,residential,,2,6.0,30,estimated,estimated,estimated,2.05,0.776,2.24,3.93,128,8.194,1.63
R-333,32,35,63.86,residential,,2,6.0,30,estimated,estimated,estimated,2.49,0.772,2.28,1.53,2,6.881,1.61
R-333,33,34,63.86,residential,,2,6.0,30,estimated,estimated,estimated,3.16,0.766,2.34,1.14,1,6.826,1.57
R-333,34,34,63.86,residential,,2,6.0,30,estimated,estimated,estimated,3.48,0.763,2.37,1.07,1,7.052,1.3
R-333,35,33,63.86,residential,,2,6.0,30,estimated,estimated,estimated,3.96,0.758,2.42,1.0,1,7.429,0.99
R-333,36,33,63.86,residential,,2,6.0,30,estimated,estimated,estimated,3.64,0.761,2.39,1.0,1,7.384,1.02
R-333,36,32,63.86,residential,,2,6.0,30,estimated,estimated,estimated,3.64,0.761,2.39,1.0,1,7.286,1.17
R-333,37,32,63.86,residential,,2,6.0,30,estimated,estimated,estimated,3.31,0.764,2.36,1.0,4,7.249,1.18
R-334,32,35,59.88,residential,,2,6.0,30,estimated,estimated,estimated,2.49,0.772,2.28,1.53,2,6.881,1.61
R-334,33,35,59.88,residential,,2,6.0,30,estimated,estimated,estimated,2.82,0.769,2.31,1.35,2,6.899,1.48
R-334,34,34,59.88,residential,,2,6.0,30,estimated,estimated,estimated,3.48,0.763,2.37,1.07,1,7.052,1.3
R-334,35,34,59.88,residential,,2,6.0,30,estimated,estimated,estimated,3.74,0.76,2.4,1.0,1,7.248,1.06
R-334,36,33,59.88,residential,,2,6.0,30,estimated,estimated,estimated,3.64,0.761,2.39,1.0,1,7.384,1.02
R-334,37,33,59.88,residential,,2,6.0,30,estimated,estimated,estimated,3.31,0.764,2.36,1.0,4,7.34,1.05
R-335,32,35,156.58,residential,,2,6.0,30,estimated,estimated,estimated,2.49,0.772,2.28,1.53,2,6.881,1.61
R-335,32,36,156.58,residential,,2,6.0,30,estimated,estimated,estimated,2.15,0.775,2.25,1.85,2,7.162,1.38
R-335,31,36,156.58,residential,,2,6.0,30,estimated,estimated,estimated,1.37,0.782,2.18,18.98,2,8.076,1.3
R-335,30,36,156.58,residential,,2,6.0,30,estimated,estimated,estimated,0.49,0.791,2.09,40.12,4,9.162,1.2
R-335,29,36,156.58,residential,,2,6.0,30,estimated,estimated,estimated,-0.4,0.799,2.01,61.26,4,10.249,1.1
R-335,28,36,156.58,residential,,2,6.0,30,estimated,estimated,estimated,0.25,0.793,2.07,51.29,4,9.521,1.33
R-335,28,37,156.58,residential,,2,6.0,30,estimated,estimated,estimated,0.47,0.791,2.09,43.41,4,9.116,1.38
R-335,27,37,156.58,residential,,2,6.0,30,estimated,estimated,estimated,1.12,0.785,2.15,29.59,2,8.387,1.69
R-335,26,38,156.58,residential,,2,6.0,30,estimated,estimated,estimated,0.72,0.789,2.11,25.17,16,8.933,1.93
R-335,25,38,156.58,residential,,2,6.0,30,estimated,estimated,estimated,0.77,0.788,2.12,19.92,16,8.554,2.43
R-335,25,39,156.58,residential,,2,6.0,30,estimated,estimated,estimated,-0.52,0.8,2.0,30.71,16,9.872,2.26
R-335,24,39,156.58,residential,,2,6.0,30,estimated,estimated,estimated,-0.22,0.797,2.03,19.24,2,8.741,2.85
R-335,23,39,156.58,residential,,2,6.0,30,estimated,estimated,estimated,0.08,0.795,2.05,7.78,2,7.611,3.44
R-335,23,40,156.58,residential,,2,6.0,30,estimated,estimated,estimated,-0.22,0.797,2.03,14.66,2,8.095,3.6
R-335,22,40,156.58,residential,,2,6.0,30,estimated,estimated,estimated,-0.41,0.799,2.01,12.24,2,7.962,3.84
R-335,21,40,156.58,residential,,2,6.0,30,estimated,estimated,estimated,-0.64,0.801,1.99,12.35,4,8.145,3.92
R-335,21,41,156.58,residential,,2,6.0,30,estimated,estimated,estimated,-0.81,0.803,1.97,20.25,8,8.803,3.86
R-335,20,41,156.58,residential,,2,6.0,30,estimated,estimated,estimated,-0.94,0.804,1.96,18.04,8,8.867,3.77
R-335,19,42,156.58,residential,,2,6.0,30,estimated,estimated,estimated,-0.5,0.8,2.0,20.84,8,9.258,3.77
R-335,18,42,156.58,residential,,2,6.0,30,estimated,estimated,estimated,0.49,0.791,2.09,19.81,8,9.016,4.53
R-336,37,32,63.86,residential,,2,6.0,30,estimated,estimated,estimated,3.31,0.764,2.36,1.0,4,7.249,1.18
R-336,36,32,63.86,residential,,2,6.0,30,estimated,estimated,estimated,3.64,0.761,2.39,1.0,1,7.286,1.17
R-336,36,33,63.86,residential,,2,6.0,30,estimated,estimated,estimated,3.64,0.761,2.39,1.0,1,7.384,1.02
R-336,35,33,63.86,residential,,2,6.0,30,estimated,estimated,estimated,3.96,0.758,2.42,1.0,1,7.429,0.99
R-336,34,34,63.86,residential,,2,6.0,30,estimated,estimated,estimated,3.48,0.763,2.37,1.07,1,7.052,1.3
R-336,33,34,63.86,residential,,2,6.0,30,estimated,estimated,estimated,3.16,0.766,2.34,1.14,1,6.826,1.57
R-336,32,35,63.86,residential,,2,6.0,30,estimated,estimated,estimated,2.49,0.772,2.28,1.53,2,6.881,1.61
R-337,37,32,6.33,residential,,2,6.0,30,estimated,estimated,estimated,3.31,0.764,2.36,1.0,4,7.249,1.18
R-337,37,33,6.33,residential,,2,6.0,30,estimated,estimated,estimated,3.31,0.764,2.36,1.0,4,7.34,1.05
R-338,37,32,176.09,residential,,2,6.0,30,estimated,estimated,estimated,3.31,0.764,2.36,1.0,4,7.249,1.18
R-338,38,31,176.09,residential,,2,6.0,30,estimated,estimated,estimated,3.0,0.767,2.33,1.0,32,7.141,1.28
R-338,39,31,176.09,residential,,2,6.0,30,estimated,estimated,estimated,3.0,0.767,2.33,1.0,32,7.392,1.12
R-338,40,31,176.09,residential,,2,6.0,30,estimated,estimated,estimated,3.0,0.767,2.33,1.0,32,7.643,0.97
R-338,40,30,176.09,residential,,2,6.0,30,estimated,estimated,estimated,2.87,0.768,2.32,1.13,32,7.788,1.05
R-338,41,30,176.09,residential,,2,6.0,30,estimated,estimated,estimated,2.87,0.768,2.32,1.13,32,8.121,0.85
R-338,42,29,176.09,residential,,2,6.0,30,estimated,estimated,estimated,2.84,0.769,2.31,1.32,32,7.509,1.31
R-338,43,29,176.09,residential,,2,6.0,30,estimated,estimated,estimated,3.17,0.766,2.34,1.17,4,7.171,1.3
R-338,43,28,176.09,residential,,2,6.0,30,estimated,estimated,estimated,2.83,0.769,2.31,1.29,8,6.961,1.73
R-338,44,28,176.09,residential,,2,6.0,30,estimated,estimated,estimated,3.15,0.766,2.34,1.03,8,6.668,1.69
R-338,45,28,176.09,residential,,2,6.0,30,estimated,estimated,estimated,2.44,0.772,2.28,21.03,8,7.808,1.64
R-338,45,27,176.09,residential,,2,6.0,30,estimated,estimated,estimated,2.03,0.776,2.24,25.64,8,8.02,1.91
R-338,46,27,176.09,residential,,2,6.0,30,estimated,estimated,estimated,1.1,0.785,2.15,53.49,4,9.632,1.8
R-338,47,26,176.09,residential,,2,6.0,30,estimated,estimated,estimated,0.16,0.794,2.06,80.71,4,11.11,2.31
R-338,48,26,176.09,residential,,2,6.0,30,estimated,estimated,estimated,0.79,0.788,2.12,63.7,4,10.175,2.14
R-338,49,25,176.09,residential,,2,6.0,30,estimated,estimated,estimated,1.37,0.782,2.18,35.79,128,8.473,2.73
R-338,50,25,176.09,residential,,2,6.0,30,estimated,estimated,estimated,2.14,0.775,2.25,8.38,128,6.936,2.6
R-338,51,24,176.09,residential,,2,6.0,30,estimated,estimated,estimated,2.07,0.776,2.24,2.2,128,7.043,2.44
R-338,52,24,176.09,residential,,2,6.0,30,estimated,estimated,estimated,2.39,0.773,2.27,1.98,64,7.287,1.87
R-338,52,23,176.09,residential,,2,6.0,30,estimated,estimated,estimated,2.05,0.776,2.24,3.93,128,8.194,1.63
R-339,37,33,59.88,residential,,2,6.0,30,estimated,estimated,estimated,3.31,0.764,2.36,1.0,4,7.34,1.05
R-339,36,33,59.88,residential,,2,6.0,30,estimated,estimated,estimated,3.64,0.761,2.39,1.0,1,7.384,1.02
R-339,35,34,59.88,residential,,2,6.0,30,estimated,estimated,estimated,3.74,0.76,2.4,1.0,1,7.248,1.06
R-339,34,34,59.88,residential,,2,6.0,30,estimated,estimated,estimated,3.48,0.763,2.37,1.07,1,7.052,1.3
R-339,33,35,59.88,residential,,2,6.0,30,estimated,estimated,estimated,2.82,0.769,2.31,1.35,2,6.899,1.48
R-339,32,35,59.88,residential,,2,6.0,30,estimated,estimated,estimated,2.49,0.772,2.28,1.53,2,6.881,1.61
R-340,37,33,6.33,residential,,2,6.0,30,estimated,estimated,estimated,3.31,0.764,2.36,1.0,4,7.34,1.05
R-340,37,32,6.33,residential,,2,6.0,30,estimated,estimated,estimated,3.31,0.764,2.36,1.0,4,7.249,1.18
R-341,37,33,176.37,residential,,2,6.0,30,estimated,estimated,estimated,3.31,0.764,2.36,1.0,4,7.34,1.05
R-341,38,32,176.37,residential,,2,6.0,30,estimated,estimated,estimated,3.0,0.767,2.33,1.0,4,7.216,1.18
R-341,39,32,176.37,residential,,2,6.0,30,estimated,estimated,estimated,3.0,0.767,2.33,1.0,4,7.259,1.13
R-341,39,31,176.37,residential,,2,6.0,30,estimated,estimated,estimated,3.0,0.767,2.33,1.0,32,7.392,1.12
R-341,40,31,176.37,residential,,2,6.0,30,estimated,estimated,estimated,3.0,0.767,2.33,1.0,32,7.643,0.97
R-341,41,31,176.37,residential,,2,6.0,30,estimated,estimated,estimated,3.0,0.767,2.33,1.0,32,7.894,0.81
R-341,41,30,176.37,residential,,2,6.0,30,estimated,estimated,estimated,2.87,0.768,2.32,1.13,32,8.121,0.85
R-341,42,30,176.37,residential,,2,6.0,30,estimated,estimated,estimated,3.18,0.765,2.35,1.09,32,7.765,0.86
R-341,43,30,176.37,residential,,2,6.0,30,estimated,estimated,estimated,3.51,0.762,2.38,1.05,4,7.381,0.87
R-341,43,29,176.37,residential,,2,6.0,30,estimated,estimated,estimated,3.17,0.766,2.34,1.17,4,7.171,1.3
R-341,44,29,176.37,residential,,2,6.0,30,estimated,estimated,estimated,3.49,0.763,2.37,1.02,4,6.833,1.29
R-341,45,28,176.37,residential,,2,6.0,30,estimated,estimated,estimated,2.44,0.772,2.28,21.03,8,7.808,1.64
R-341,46,28,176.37,residential,,2,6.0,30,estimated,estimated,estimated,1.59,0.78,2.2,43.67,4,9.135,1.59
R-341,47,27,176.37,residential,,2,6.0,30,estimated,estimated,estimated,0.18,0.794,2.06,81.34,4,11.245,1.7
R-341,48,27,176.37,residential,,2,6.0,30,estimated,estimated,estimated,0.97,0.786,2.14,64.2,4,10.34,1.43
R-341,49,26,176.37,residential,,2,6.0,30,estimated,estimated,estimated,1.77,0.779,2.21,36.07,2,8.654,1.92
R-341,50,26,176.37,residential,,2,6.0,30,estimated,estimated,estimated,2.76,0.769,2.31,8.44,2,7.133,1.71
R-341,51,25,176.37,residential,,2,6.0,30,estimated,estimated,estimated,2.5,0.772,2.28,1.0,128,6.697,2.22
R-341,52,25,176.37,residential,,2,6.0,30,estimated,estimated,estimated,2.71,0.77,2.3,1.0,64,6.937,1.74
R-341,52,24,176.37,residential,,2,6.0,30,estimated,estimated,estimated,2.39,0.773,2.27,1.98,64,7.287,1.87
R-341,53,24,176.37,residential,,2,6.0,30,estimated,estimated,estimated,2.72,0.77,2.3,1.76,64,7.53,1.29
R-342,53,24,22.96,residential,,2,6.0,30,estimated,estimated,estimated,2.72,0.77,2.3,1.76,64,7.53,1.29
R-342,54,24,22.96,residential,,2,6.0,30,estimated,estimated,estimated,2.65,0.77,2.3,1.54,64,7.672,1.0
R-342,54,23,22.96,residential,,2,6.0,30,estimated,estimated,estimated,2.39,0.773,2.27,2.61,128,8.429,0.83
R-342,55,23,22.96,residential,,2,6.0,30,estimated,estimated,estimated,2.23,0.774,2.26,1.94,128,8.265,0.71
R-343,53,24,176.37,residential,,2,6.0,30,estimated,estimated,estimated,2.72,0.77,2.3,1.76,64,7.53,1.29
R-343,52,24,176.37,residential,,2,6.0,30,estimated,estimated,estimated,2.39,0.773,2.27,1.98,64,7.287,1.87
R-343,52,25,176.37,residential,,2,6.0,30,estimated,estimated,estimated,2.71,0.77,2.3,1.0,64,6.937,1.74
R-343,51,25,176.37,residential,,2,6.0,30,estimated,estimated,estimated,2.5,0.772,2.28,1.0,128,6.697,2.22
R-343,50,26,176.37,residential,,2,6.0,30,estimated,estimated,estimated,2.76,0.769,2.31,8.44,2,7.133,1.71
R-343,49,26,176.37,residential,,2,6.0,30,estimated,estimated,estimated,1.77,0.779,2.21,36.07,2,8.654,1.92
R-343,48,27,176.37,residential,,2,6.0,30,estimated,estimated,estimated,0.97,0.786,2.14,64.2,4,10.34,1.43
R-343,47,27,176.37,residential,,2,6.0,30,estimated,estimated,estimated,0.18,0.794,2.06,81.34,4,11.245,1.7
R-343,46,28,176.37,residential,,2,6.0,30,estimated,estimated,estimated,1.59,0.78,2.2,43.67,4,9.135,1.59
R-343,45,28,176.37,residential,,2,6.0,30,estimated,estimated,estimated,2.44,0.772,2.28,21.03,8,7.808,1.64
R-343,44,29,176.37,residential,,2,6.0,30,estimated,estimated,estimated,3.49,0.763,2.37,1.02,4,6.833,1.29
R-343,43,29,176.37,residential,,2,6.0,30,estimated,estimated,estimated,3.17,0.766,2.34,1.17,4,7.171,1.3
R-343,43,30,176.37,residential,,2,6.0,30,estimated,estimated,estimated,3.51,0.762,2.38,1.05,4,7.381,0.87
R-343,42,30,176.37,residential,,2,6.0,30,estimated,estimated,estimated,3.18,0.765,2.35,1.09,32,7.765,0.86
R-343,41,30,176.37,residential,,2,6.0,30,estimated,estimated,estimated,2.87,0.768,2.32,1.13,32,8.121,0.85
R-343,41,31,176.37,residential,,2,6.0,30,estimated,estimated,estimated,3.0,0.767,2.33,1.0,32,7.894,0.81
R-343,40,31,176.37,residential,,2,6.0,30,estimated,estimated,estimated,3.0,0.767,2.33,1.0,32,7.643,0.97
R-343,39,31,176.37,residential,,2,6.0,30,estimated,estimated,estimated,3.0,0.767,2.33,1.0,32,7.392,1.12
R-343,39,32,176.37,residential,,2,6.0,30,estimated,estimated,estimated,3.0,0.767,2.33,1.0,4,7.259,1.13
R-343,38,32,176.37,residential,,2,6.0,30,estimated,estimated,estimated,3.0,0.767,2.33,1.0,4,7.216,1.18
R-343,37,33,176.37,residential,,2,6.0,30,estimated,estimated,estimated,3.31,0.764,2.36,1.0,4,7.34,1.05
R-344,53,24,9.69,residential,,2,6.0,30,estimated,estimated,estimated,2.72,0.77,2.3,1.76,64,7.53,1.29
R-344,52,23,9.69,residential,,2,6.0,30,estimated,estimated,estimated,2.05,0.776,2.24,3.93,128,8.194,1.63
R-345,52,23,23.35,residential,,2,6.0,30,estimated,estimated,estimated,2.05,0.776,2.24,3.93,128,8.194,1.63
R-345,53,23,23.35,residential,,2,6.0,30,estimated,estimated,estimated,2.38,0.773,2.27,3.27,128,8.448,1.1
R-345,54,22,23.35,residential,,2,6.0,30,estimated,estimated,estimated,2.12,0.775,2.25,3.68,128,9.187,0.66
R-346,52,23,176.09,residential,,2,6.0,30,estimated,estimated,estimated,2.05,0.776,2.24,3.93,128,8.194,1.63
R-346,52,24,176.09,residential,,2,6.0,30,estimated,estimated,estimated,2.39,0.773,2.27,1.98,64,7.287,1.87
R-346,51,24,176.09,residential,,2,6.0,30,estimated,estimated,estimated,2.07,0.776,2.24,2.2,128,7.043,2.44
R-346,50,25,176.09,residential,,2,6.0,30,estimated,estimated,estimated,2.14,0.775,2.25,8.38,128,6.936,2.6
R-346,49,25,176.09,residential,,2,6.0,30,estimated,estimated,estimated,1.37,0.782,2.18,35.79,128,8.473,2.73
R-346,48,26,176.09,residential,,2,6.0,30,estimated,estimated,estimated,0.79,0.788,2.12,63.7,4,10.175,2.14
R-346,47,26,176.09,residential,,2,6.0,30,estimated,estimated,estimated,0.16,0.794,2.06,80.71,4,11.11,2.31
R-346,46,27,176.09,residential,,2,6.0,30,estimated,estimated,estimated,1.1,0.785,2.15,53.49,4,9.632,1.8
R-346,45,27,176.09,residential,,2,6.0,30,estimated,estimated,estimated,2.03,0.776,2.24,25.64,8,8.02,1.91
R-346,45,28,176.09,residential,,2,6.0,30,estimated,estimated,estimated,2.44,0.772,2.28,21.03,8,7.808,1.64
R-346,44,28,176.09,residential,,2,6.0,30,estimated,estimated,estimated,3.15,0.766,2.34,1.03,8,6.668,1.69
R-346,43,28,176.09,residential,,2,6.0,30,estimated,estimated,estimated,2.83,0.769,2.31,1.29,8,6.961,1.73
R-346,43,29,176.09,residential,,2,6.0,30,estimated,estimated,estimated,3.17,0.766,2.34,1.17,4,7.171,1.3
R-346,42,29,176.09,residential,,2,6.0,30,estimated,estimated,estimated,2.84,0.769,2.31,1.32,32,7.509,1.31
R-346,41,30,176.09,residential,,2,6.0,30,estimated,estimated,estimated,2.87,0.768,2.32,1.13,32,8.121,0.85
R-346,40,30,176.09,residential,,2,6.0,30,estimated,estimated,estimated,2.87,0.768,2.32,1.13,32,7.788,1.05
R-346,40,31,176.09,residential,,2,6.0,30,estimated,estimated,estimated,3.0,0.767,2.33,1.0,32,7.643,0.97
R-346,39,31,176.09,residential,,2,6.0,30,estimated,estimated,estimated,3.0,0.767,2.33,1.0,32,7.392,1.12
R-346,38,31,176.09,residential,,2,6.0,30,estimated,estimated,estimated,3.0,0.767,2.33,1.0,32,7.141,1.28
R-346,37,32,176.09,residential,,2,6.0,30,estimated,estimated,estimated,3.31,0.764,2.36,1.0,4,7.249,1.18
R-347,52,23,9.69,residential,,2,6.0,30,estimated,estimated,estimated,2.05,0.776,2.24,3.93,128,8.194,1.63
R-347,53,24,9.69,residential,,2,6.0,30,estimated,estimated,estimated,2.72,0.77,2.3,1.76,64,7.53,1.29
R-348,5,14,5.46,tertiary,,2,8.0,40,estimated,estimated,estimated,2.84,0.769,2.31,4.36,8,8.032,1.17
R-349,5,14,42.87,residential,Road No 8,2,6.0,30,estimated,estimated,estimated,2.84,0.769,2.31,4.36,8,8.032,1.17
R-349,4,14,42.87,residential,Road No 8,2,6.0,30,estimated,estimated,estimated,3.02,0.767,2.33,1.56,8,7.558,1.34
R-349,3,14,42.87,residential,Road No 8,2,6.0,30,estimated,estimated,estimated,3.21,0.765,2.35,1.52,8,7.812,1.34
R-349,3,13,42.87,residential,Road No 8,2,6.0,30,estimated,estimated,estimated,3.33,0.764,2.36,1.61,8,7.411,1.86
R-349,2,13,42.87,residential,Road No 8,2,6.0,30,estimated,estimated,estimated,3.63,0.761,2.39,1.35,2,7.52,1.86
R-349,1,13,42.87,residential,Road No 8,2,6.0,30,estimated,estimated,estimated,3.91,0.759,2.41,1.09,2,7.625,
R-350,5,15,6.78,tertiary,,2,8.0,40,estimated,estimated,estimated,2.93,0.768,2.32,2.35,16,7.892,0.83
R-350,5,14,6.78,tertiary,,2,8.0,40,estimated,estimated,estimated,2.84,0.769,2.31,4.36,8,8.032,1.17
R-351,5,15,95.73,tertiary,,2,8.0,40,estimated,estimated,estimated,2.93,0.768,2.32,2.35,16,7.892,0.83
R-351,5,16,95.73,tertiary,,2,8.0,40,estimated,estimated,estimated,3.0,0.767,2.33,2.32,16,8.022,0.63
R-351,4,17,95.73,tertiary,,2,8.0,40,estimated,estimated,estimated,3.0,0.767,2.33,3.64,16,8.567,0.72
R-351,4,18,95.73,tertiary,,2,8.0,40,estimated,estimated,estimated,3.0,0.767,2.33,5.6,8,9.005,0.92
R-351,4,19,95.73,tertiary,,2,8.0,40,estimated,estimated,estimated,3.13,0.766,2.34,6.18,8,8.962,1.25
R-351,3,19,95.73,tertiary,,2,8.0,40,estimated,estimated,estimated,3.18,0.766,2.34,4.73,8,8.687,1.25
R-351,3,20,95.73,tertiary,,2,8.0,40,estimated,estimated,estimated,3.64,0.761,2.39,3.52,8,7.997,1.82
R-351,3,21,95.73,tertiary,,2,8.0,40,estimated,estimated,estimated,4.1,0.757,2.43,2.31,32,7.307,2.39
R-351,3,22,95.73,tertiary,,2,8.0,40,estimated,estimated,estimated,4.57,0.752,2.48,1.54,32,6.888,2.59
R-351,2,22,95.73,tertiary,,2,8.0,40,estimated,estimated,estimated,4.94,0.749,2.51,1.27,32,6.934,2.59
R-351,2,23,95.73,tertiary,,2,8.0,40,estimated,estimated,estimated,5.51,0.744,2.56,1.16,32,6.826,2.34
R-351,2,24,95.73,tertiary,,2,8.0,40,estimated,estimated,estimated,6.09,0.738,2.62,1.05,16,6.718,2.09
R-353,199,89,128.75,residential,,2,6.0,30,estimated,estimated,estimated,2.14,0.775,2.25,6.72,2,8.09,
R-353,198,89,128.75,residential,,2,6.0,30,estimated,estimated,estimated,2.14,0.775,2.25,6.72,2,8.09,
R-353,197,89,128.75,residential,,2,6.0,30,estimated,estimated,estimated,3.06,0.767,2.33,5.22,2,7.682,4.5
R-353,197,88,128.75,residential,,2,6.0,30,estimated,estimated,estimated,3.63,0.761,2.39,4.18,2,7.469,4.19
R-353,196,88,128.75,residential,,2,6.0,30,estimated,estimated,estimated,4.47,0.753,2.47,2.96,8,7.027,4.19
R-353,195,88,128.75,residential,,2,6.0,30,estimated,estimated,estimated,5.31,0.745,2.55,1.73,8,6.585,4.19
R-353,194,88,128.75,residential,,2,6.0,30,estimated,estimated,estimated,5.87,0.74,2.6,1.42,8,6.716,3.35
R-353,194,87,128.75,residential,,2,6.0,30,estimated,estimated,estimated,6.11,0.738,2.62,1.18,4,6.543,3.12
R-353,193,87,128.75,residential,,2,6.0,30,estimated,estimated,estimated,6.52,0.734,2.66,1.1,4,6.833,2.25
R-353,192,87,128.75,residential,,2,6.0,30,estimated,estimated,estimated,6.92,0.73,2.7,1.02,4,7.124,1.38
R-365,192,87,128.75,residential,,2,6.0,30,estimated,estimated,estimated,6.92,0.73,2.7,1.02,4,7.124,1.38
R-365,193,87,128.75,residential,,2,6.0,30,estimated,estimated,estimated,6.52,0.734,2.66,1.1,4,6.833,2.25
R-365,194,87,128.75,residential,,2,6.0,30,estimated,estimated,estimated,6.11,0.738,2.62,1.18,4,6.543,3.12
R-365,194,88,128.75,residential,,2,6.0,30,estimated,estimated,estimated,5.87,0.74,2.6,1.42,8,6.716,3.35
R-365,195,88,128.75,residential,,2,6.0,30,estimated,estimated,estimated,5.31,0.745,2.55,1.73,8,6.585,4.19
R-365,196,88,128.75,residential,,2,6.0,30,estimated,estimated,estimated,4.47,0.753,2.47,2.96,8,7.027,4.19
R-365,197,88,128.75,residential,,2,6.0,30,estimated,estimated,estimated,3.63,0.761,2.39,4.18,2,7.469,4.19
R-365,197,89,128.75,residential,,2,6.0,30,estimated,estimated,estimated,3.06,0.767,2.33,5.22,2,7.682,4.5
R-365,198,89,128.75,residential,,2,6.0,30,estimated,estimated,estimated,2.14,0.775,2.25,6.72,2,8.09,
R-365,199,89,128.75,residential,,2,6.0,30,estimated,estimated,estimated,2.14,0.775,2.25,6.72,2,8.09,
R-366,192,87,13.04,residential,,2,6.0,30,estimated,estimated,estimated,6.92,0.73,2.7,1.02,4,7.124,1.38
R-366,192,86,13.04,residential,,2,6.0,30,estimated,estimated,estimated,7.03,0.729,2.71,1.0,4,7.12,1.33
R-366,192,85,13.04,residential,,2,6.0,30,estimated,estimated,estimated,7.37,0.726,2.74,1.0,4,7.117,1.31
R-367,192,87,52.26,residential,,2,6.0,30,estimated,estimated,estimated,6.92,0.73,2.7,1.02,4,7.124,1.38
R-367,191,86,52.26,residential,,2,6.0,30,estimated,estimated,estimated,6.83,0.731,2.69,1.48,4,7.422,1.24
R-367,190,86,52.26,residential,,2,6.0,30,estimated,estimated,estimated,6.5,0.734,2.66,2.07,1,7.715,1.3
R-367,189,86,52.26,residential,,2,6.0,30,estimated,estimated,estimated,6.18,0.737,2.63,2.66,1,8.008,1.37
R-367,189,85,52.26,residential,,2,6.0,30,estimated,estimated,estimated,6.52,0.734,2.66,2.04,1,7.613,1.5
R-367,188,85,52.26,residential,,2,6.0,30,estimated,estimated,estimated,6.33,0.736,2.64,1.87,1,9.433,1.23
R-367,188,84,52.26,residential,,2,6.0,30,estimated,estimated,estimated,6.59,0.733,2.67,1.35,2,8.06,1.39
R-367,187,84,52.26,residential,,2,6.0,30,estimated,estimated,estimated,6.34,0.736,2.64,1.2,32,9.205,1.02
R-368,192,85,13.04,residential,,2,6.0,30,estimated,estimated,estimated,7.37,0.726,2.74,1.0,4,7.117,1.31
R-368,192,86,13.04,residential,,2,6.0,30,estimated,estimated,estimated,7.03,0.729,2.71,1.0,4,7.12,1.33
R-368,192,87,13.04,residential,,2,6.0,30,estimated,estimated,estimated,6.92,0.73,2.7,1.02,4,7.124,1.38
R-369,192,85,99.62,residential,,2,6.0,30,estimated,estimated,estimated,7.37,0.726,2.74,1.0,4,7.117,1.31
R-369,192,84,99.62,residential,,2,6.0,30,estimated,estimated,estimated,7.71,0.723,2.77,1.0,1,7.113,1.29
R-369,193,84,99.62,residential,,2,6.0,30,estimated,estimated,estimated,7.38,0.726,2.74,1.0,1,6.856,1.84
R-369,193,83,99.62,residential,,2,6.0,30,estimated,estimated,estimated,7.66,0.723,2.77,1.0,1,6.932,1.69
R-369,194,83,99.62,residential,,2,6.0,30,estimated,estimated,estimated,7.37,0.726,2.74,1.0,4,6.709,2.14
R-369,195,83,99.62,residential,,2,6.0,30,estimated,estimated,estimated,7.07,0.729,2.71,1.0,4,6.533,2.53
R-369,195,84,99.62,residential,,2,6.0,30,estimated,estimated,estimated,6.72,0.732,2.68,1.02,4,6.399,2.88
R-369,195,85,99.62,residential,,2,6.0,30,estimated,estimated,estimated,6.37,0.736,2.64,1.04,4,6.292,3.23
R-369,194,86,99.62,residential,,2,6.0,30,estimated,estimated,estimated,6.38,0.735,2.65,1.0,4,6.437,2.89
R-369,193,86,99.62,residential,,2,6.0,30,estimated,estimated,estimated,6.7,0.732,2.68,1.0,4,6.778,2.11
R-370,192,85,99.62,residential,,2,6.0,30,estimated,estimated,estimated,7.37,0.726,2.74,1.0,4,7.117,1.31
R-370,193,86,99.62,residential,,2,6.0,30,estimated,estimated,estimated,6.7,0.732,2.68,1.0,4,6.778,2.11
R-370,194,86,99.62,residential,,2,6.0,30,estimated,estimated,estimated,6.38,0.735,2.65,1.0,4,6.437,2.89
