road_id,source,target,length_m,road_class,flood_susceptibility_score,risk_class,elevation_score,imperviousness_score,infiltration_score,flow_accumulation_score,twi_score,slope_score
R-236,13614337241,13614337239,98.86,residential,0.4453,MODERATE,0.6288,0.5971,0.5971,0.0563,0.1927,0.7042
R-237,13614337241,13614337242,21.79,residential,0.4171,MODERATE,0.547,0.5229,0.5229,0.0,0.2508,0.8708
R-238,13614337241,13614337249,19.66,residential,0.4194,MODERATE,0.5527,0.5286,0.5286,0.0,0.2495,0.8642
R-239,13614337242,13614337239,79.05,residential,0.4207,MODERATE,0.6042,0.5743,0.5743,0.0205,0.1686,0.695
R-240,13614337242,13614337241,21.79,residential,0.4171,MODERATE,0.547,0.5229,0.5229,0.0,0.2508,0.8708
R-241,13614337242,6585962883,16.14,residential,0.4159,MODERATE,0.5455,0.5229,0.5229,0.0,0.2502,0.8625
R-242,13614337247,13614337249,39.04,residential,0.4256,MODERATE,0.5576,0.5343,0.5343,0.0122,0.2591,0.8575
R-243,13614337247,6585962883,14.99,residential,0.4196,MODERATE,0.5455,0.5229,0.5229,0.0,0.2668,0.875
R-244,13614337247,6585998686,76.41,residential,0.5155,HIGH,0.5806,0.5543,0.5543,0.2813,0.4316,0.8433
R-245,13614337249,13614337241,19.66,residential,0.4194,MODERATE,0.5527,0.5286,0.5286,0.0,0.2495,0.8642
R-246,13614337249,13614337247,39.04,residential,0.4256,MODERATE,0.5576,0.5343,0.5343,0.0122,0.2591,0.8575
R-247,13614337249,6585962883,27.32,residential,0.4173,MODERATE,0.5479,0.5257,0.5257,0.0,0.2491,0.8633
R-248,13614452347,13614452359,54.31,trunk,0.6866,HIGH,0.8545,0.7971,0.7971,0.3951,0.4554,0.8942
R-249,13614452347,13614452359,139.79,residential,0.6267,HIGH,0.8106,0.7571,0.7571,0.3372,0.3616,0.7792
R-250,13614452359,13614452347,139.79,residential,0.6267,HIGH,0.8106,0.7571,0.7571,0.3372,0.3616,0.7792
R-251,13614452359,9691859215,22.47,trunk,0.6501,HIGH,0.843,0.7857,0.7857,0.259,0.4646,0.85
R-252,13614466650,13614466653,18.75,residential,0.4899,MODERATE,0.7503,0.7029,0.7029,0.036,0.1599,0.6267
R-253,13614466650,13614466656,25.02,residential,0.4664,MODERATE,0.7221,0.6771,0.6771,0.0148,0.1352,0.6175
R-254,13614466650,13614467518,4.31,residential,0.4818,MODERATE,0.7336,0.6886,0.6886,0.0323,0.16,0.6358
R-255,13614466653,13614466650,18.75,residential,0.4899,MODERATE,0.7503,0.7029,0.7029,0.036,0.1599,0.6267
R-256,13614466656,13614466650,25.02,residential,0.4664,MODERATE,0.7221,0.6771,0.6771,0.0148,0.1354,0.6175
R-257,13614467518,13614466650,4.31,residential,0.4818,MODERATE,0.7336,0.6886,0.6886,0.0323,0.16,0.6358
R-258,13614467518,3743617937,34.2,residential,0.531,HIGH,0.7788,0.7286,0.7286,0.1013,0.2265,0.66
R-259,13614467518,3743617940,37.51,residential,0.4662,MODERATE,0.6873,0.6486,0.6486,0.008,0.1833,0.7267
R-260,13615156514,12243225438,121.44,tertiary,0.7111,HIGH,0.8618,0.8029,0.8029,0.5169,0.4986,0.7958
R-261,13615156514,13615156515,14.84,tertiary_link,0.7156,HIGH,0.8555,0.7971,0.7971,0.5439,0.4869,0.8367
R-262,13615156515,13398075181,93.56,tertiary,0.5789,HIGH,0.8094,0.7571,0.7571,0.1633,0.2569,0.8083
R-263,13615156515,13615156514,14.84,tertiary_link,0.7156,HIGH,0.8555,0.7971,0.7971,0.5439,0.4869,0.8367
R-264,13615156516,13398075180,222.42,tertiary,0.7252,HIGH,0.8415,0.7829,0.7829,0.6139,0.541,0.7892
R-265,13615156516,13615156517,13.96,tertiary_link,0.4702,MODERATE,0.7015,0.66,0.66,0.0788,0.172,0.5733
R-266,13615156517,13615156516,13.96,tertiary_link,0.4702,MODERATE,0.7015,0.66,0.66,0.0788,0.172,0.5733
R-267,13615156517,13615156519,71.54,tertiary,0.4166,MODERATE,0.6121,0.58,0.58,0.0367,0.1509,0.6125
R-268,13615156518,13615156516,70.36,tertiary,0.4227,MODERATE,0.6088,0.5771,0.5771,0.0503,0.1701,0.6342
R-269,13615156518,13615156519,14.51,tertiary_link,0.3817,MODERATE,0.5309,0.5086,0.5086,0.0,0.1634,0.73
R-270,13615156519,13615156518,14.51,tertiary_link,0.3817,MODERATE,0.5309,0.5086,0.5086,0.0,0.1634,0.73
R-271,13615156519,6554302593,140.77,tertiary,0.4343,MODERATE,0.5576,0.5314,0.5314,0.0734,0.2758,0.8075
R-272,13615156523,245666274,24.14,secondary,0.4127,MODERATE,0.5315,0.5086,0.5086,0.0,0.278,0.8667
R-273,13615156523,2897024625,234.8,secondary,0.4435,MODERATE,0.6006,0.5714,0.5714,0.0939,0.2342,0.695
R-274,13615172965,13617040696,36.73,tertiary,0.6811,HIGH,0.8518,0.7943,0.7943,0.454,0.3855,0.8408
R-275,13615172965,9469523484,5.42,residential,0.7875,VERY_HIGH,0.8733,0.8114,0.8114,0.652,0.7234,0.8992
R-276,13615172966,12313982248,7.68,residential,0.641,HIGH,0.8782,0.8171,0.8171,0.1928,0.3931,0.8183
R-277,13615172966,13617040692,56.23,tertiary,0.6219,HIGH,0.8727,0.8114,0.8114,0.1423,0.3384,0.8417
R-278,13616287392,10055232024,9.75,residential,0.574,HIGH,0.8991,0.8343,0.8343,0.0557,0.1691,0.6567
R-279,13616287392,5896564331,27.84,tertiary,0.577,HIGH,0.8933,0.8314,0.8314,0.0229,0.1989,0.7292
R-280,13616287393,13616287394,7.99,tertiary_link,0.5528,HIGH,0.7903,0.7371,0.7371,0.1386,0.2682,0.6883
R-281,13616287393,6428617352,19.54,tertiary,0.5343,HIGH,0.7679,0.72,0.72,0.1209,0.245,0.6783
R-282,13616287394,13616287393,7.99,tertiary_link,0.5528,HIGH,0.7903,0.7371,0.7371,0.1386,0.2682,0.6883
R-283,13616287394,2897024748,235.5,tertiary,0.5934,HIGH,0.8364,0.78,0.78,0.0987,0.3223,0.85
R-284,13616287395,2897024710,60.06,tertiary,0.4904,MODERATE,0.6721,0.6343,0.6343,0.0315,0.2798,0.8575
R-285,13616287395,2897024713,8.37,residential,0.4778,MODERATE,0.6697,0.6343,0.6314,0.0,0.25,0.8475
R-286,13616325515,10091403656,6.09,tertiary_link,0.751,VERY_HIGH,0.8612,0.8029,0.8029,0.6179,0.5769,0.8767
R-287,13616325515,245666192,30.94,tertiary,0.7534,VERY_HIGH,0.8524,0.7943,0.7943,0.6367,0.6186,0.8483
R-288,13616325516,13617040697,25.39,tertiary,0.5404,HIGH,0.8027,0.7486,0.7486,0.0071,0.2294,0.82
R-289,13616325516,3803643818,5.12,residential,0.5466,HIGH,0.8033,0.7514,0.7514,0.0156,0.2404,0.8375
R-290,13617034594,631507968,130.89,secondary,0.5139,HIGH,0.5979,0.5686,0.5686,0.2875,0.3619,0.835
R-291,13617040678,13617040684,74.61,tertiary,0.5928,HIGH,0.8382,0.78,0.78,0.057,0.3452,0.89
R-292,13617040678,7372035744,13.12,tertiary,0.5718,HIGH,0.8545,0.7943,0.7943,0.0397,0.245,0.7817
R-293,13617040682,10724726259,6.53,residential,0.6116,HIGH,0.8415,0.7829,0.7829,0.0698,0.4081,0.9408
R-294,13617040682,13617092827,10.26,tertiary,0.6268,HIGH,0.8409,0.7829,0.7829,0.1133,0.4534,0.9392
R-295,13617040682,13617092837,22.96,residential,0.6006,HIGH,0.8333,0.7771,0.7771,0.071,0.3718,0.92
R-296,13617040683,13617040678,75.06,tertiary,0.5962,HIGH,0.8418,0.7829,0.7857,0.0666,0.344,0.885
R-297,13617040683,13617040684,5.21,tertiary_link,0.6111,HIGH,0.8458,0.7886,0.7886,0.0468,0.414,0.945
R-298,13617040684,13617040682,57.9,tertiary,0.6118,HIGH,0.8442,0.7857,0.7857,0.0389,0.441,0.94
R-299,13617040684,13617040683,5.21,tertiary_link,0.6111,HIGH,0.8458,0.7886,0.7886,0.0468,0.414,0.945
R-300,13617040685,10724781030,33.11,tertiary,0.8783,VERY_HIGH,0.9267,0.86,0.86,0.9455,0.7676,0.8767
R-301,13617040685,13617040686,7.84,tertiary_link,0.9184,VERY_HIGH,0.9345,0.8657,0.8657,0.9683,0.9788,0.88
R-302,13617040686,12313982253,16.49,tertiary,0.9032,VERY_HIGH,0.9312,0.8629,0.8629,0.9299,0.9574,0.8533
R-303,13617040686,13617040685,7.84,tertiary_link,0.9184,VERY_HIGH,0.9345,0.8657,0.8657,0.9683,0.9788,0.88
R-304,13617040687,12313982254,40.09,tertiary,0.7451,HIGH,0.8739,0.8114,0.8114,0.7355,0.4549,0.71
R-305,13617040687,13617040688,8.16,tertiary_link,0.7397,HIGH,0.8533,0.7943,0.7943,0.725,0.468,0.7583
R-306,13617040688,13617040687,8.16,tertiary_link,0.7397,HIGH,0.8533,0.7943,0.7943,0.725,0.468,0.7583
R-307,13617040688,13617040689,79.85,tertiary,0.6995,HIGH,0.8448,0.7886,0.7886,0.5921,0.3699,0.8058
R-308,13617040689,13617040690,8.4,tertiary_link,0.6509,HIGH,0.8715,0.8114,0.8114,0.2482,0.3881,0.8475
R-309,13617040689,13617040691,24.3,tertiary,0.6637,HIGH,0.8761,0.8143,0.8143,0.3271,0.3534,0.8508
R-310,13617040690,13617040687,79.46,tertiary,0.659,HIGH,0.8352,0.78,0.78,0.4546,0.3055,0.8217
R-311,13617040690,13617040689,8.4,tertiary_link,0.6509,HIGH,0.8715,0.8114,0.8114,0.2482,0.3881,0.8475
R-312,13617040691,12313982248,56.77,tertiary,0.6236,HIGH,0.8782,0.8171,0.8171,0.1411,0.3353,0.835
R-313,13617040691,13617040692,8.25,tertiary_link,0.6113,HIGH,0.8733,0.8114,0.8114,0.1074,0.3006,0.8608
R-314,13617040692,13617040690,24.5,tertiary,0.6433,HIGH,0.8733,0.8114,0.8114,0.204,0.3782,0.8717
R-315,13617040692,13617040691,8.25,tertiary_link,0.6113,HIGH,0.8733,0.8114,0.8114,0.1074,0.3006,0.8608
R-316,13617040693,13617040694,7.62,tertiary_link,0.5603,HIGH,0.8318,0.7771,0.7743,0.0475,0.2322,0.78
R-317,13617040693,3193827831,35.57,tertiary,0.5447,HIGH,0.8112,0.7571,0.7571,0.0097,0.2272,0.815
R-318,13617040694,13615172966,31.47,tertiary,0.6003,HIGH,0.853,0.7943,0.7943,0.1322,0.3089,0.7892
R-319,13617040694,13617040693,7.62,tertiary_link,0.5603,HIGH,0.8318,0.7771,0.7743,0.0475,0.2322,0.78
R-320,13617040695,13617040696,5.23,tertiary_link,0.5629,HIGH,0.8336,0.7771,0.78,0.0404,0.227,0.8167
R-321,13617040695,9469523484,37.41,tertiary,0.6898,HIGH,0.8576,0.8,0.8,0.4506,0.421,0.85
R-322,13617040696,13616325516,32.27,tertiary,0.5432,HIGH,0.8088,0.7543,0.7571,0.0045,0.2221,0.8275
R-323,13617040696,13617040695,5.23,tertiary_link,0.5629,HIGH,0.8336,0.7771,0.78,0.0404,0.227,0.8167
R-324,13617040697,10091403662,35.41,tertiary,0.5394,HIGH,0.797,0.7457,0.7457,0.0,0.2382,0.8325
R-325,13617040697,245666370,6.68,tertiary_link,0.5431,HIGH,0.8085,0.7543,0.7543,0.0045,0.2342,0.8133
R-326,13617067002,10091403664,125.59,tertiary,0.7127,HIGH,0.8039,0.7514,0.7514,0.5726,0.5951,0.8517
R-327,13617067002,245666077,5.65,tertiary_link,0.5326,HIGH,0.7367,0.6914,0.6914,0.148,0.2664,0.7367
R-328,13617092826,10724726259,9.92,tertiary,0.6221,HIGH,0.8439,0.7857,0.7857,0.0879,0.4398,0.9475
R-329,13617092826,13617092827,6.9,residential,0.6405,HIGH,0.8458,0.7886,0.7857,0.1308,0.4974,0.95
R-330,13617092827,12350391111,86.31,tertiary,0.5815,HIGH,0.827,0.7714,0.7714,0.0758,0.3123,0.8408
R-331,13617092827,13617092826,6.9,residential,0.6405,HIGH,0.8458,0.7886,0.7857,0.1308,0.4974,0.95
R-332,13617092827,13617092838,23.35,residential,0.6323,HIGH,0.843,0.7857,0.7857,0.152,0.4512,0.9058
R-333,13617092832,13617092835,63.86,residential,0.5573,HIGH,0.8067,0.7543,0.7543,0.0097,0.2698,0.895
R-334,13617092832,13617092836,59.88,residential,0.5595,HIGH,0.8106,0.7571,0.7571,0.0139,0.2668,0.8958
R-335,13617092832,13617550909,156.58,residential,0.7102,HIGH,0.9003,0.8371,0.8371,0.4532,0.4526,0.7867
R-336,13617092835,13617092832,63.86,residential,0.5573,HIGH,0.8067,0.7543,0.7543,0.0097,0.2698,0.895
R-337,13617092835,13617092836,6.33,residential,0.5595,HIGH,0.8088,0.7543,0.7543,0.0,0.2867,0.9075
R-338,13617092835,13617092838,176.09,residential,0.6576,HIGH,0.8385,0.78,0.78,0.3809,0.3645,0.86
R-339,13617092836,13617092832,59.88,residential,0.5595,HIGH,0.8106,0.7571,0.7571,0.0139,0.2668,0.8958
R-340,13617092836,13617092835,6.33,residential,0.5595,HIGH,0.8088,0.7543,0.7543,0.0,0.2867,0.9075
R-341,13617092836,13617092837,176.37,residential,0.6495,HIGH,0.8303,0.7743,0.7743,0.3517,0.3559,0.8867
R-342,13617092837,13617040682,22.96,residential,0.6006,HIGH,0.8333,0.7771,0.7771,0.071,0.3718,0.92
R-343,13617092837,13617092836,176.37,residential,0.6495,HIGH,0.8303,0.7743,0.7743,0.3517,0.3559,0.8867
R-344,13617092837,13617092838,9.69,residential,0.6056,HIGH,0.837,0.78,0.78,0.1186,0.3578,0.8783
R-345,13617092838,13617092827,23.35,residential,0.6323,HIGH,0.843,0.7857,0.7857,0.152,0.4512,0.9058
R-346,13617092838,13617092835,176.09,residential,0.6576,HIGH,0.8385,0.78,0.78,0.3809,0.3645,0.86
R-347,13617092838,13617092837,9.69,residential,0.6056,HIGH,0.837,0.78,0.78,0.1186,0.3578,0.8783
R-348,13617092839,6428811263,5.46,tertiary,0.6164,HIGH,0.823,0.7686,0.7686,0.1785,0.379,0.9025
R-349,13617092839,8570027362,42.87,residential,0.5766,HIGH,0.8085,0.7543,0.7543,0.0679,0.3325,0.8742
R-350,13617092840,6428811262,6.78,tertiary,0.6082,HIGH,0.8218,0.7657,0.7686,0.1411,0.3702,0.9167
R-351,13617092840,6428811270,95.73,tertiary,0.5802,HIGH,0.7903,0.7371,0.7371,0.1241,0.3521,0.865
R-352,13617280082,13617280087,38.42,residential,,UNKNOWN,,,,,,
R-353,13617280082,13617327485,128.75,residential,0.5462,HIGH,0.7691,0.72,0.72,0.1356,0.277,0.7167
R-354,13617280082,245668208,44.67,residential,,UNKNOWN,,,,,,
R-355,13617280087,13617280082,38.42,residential,,UNKNOWN,,,,,,
R-356,13617292720,13617292726,31.17,residential,,UNKNOWN,,,,,,
R-357,13617292720,13617292726,44.62,residential,,UNKNOWN,,,,,,
R-358,13617292720,13617292729,12.94,residential,,UNKNOWN,,,,,,
R-359,13617292726,10923690293,6.68,residential,,UNKNOWN,,,,,,
R-360,13617292726,13617292720,44.62,residential,,UNKNOWN,,,,,,
R-361,13617292726,13617292720,31.17,residential,,UNKNOWN,,,,,,
R-362,13617292729,10923690293,36.91,residential,,UNKNOWN,,,,,,
R-363,13617292729,13617292720,12.94,residential,,UNKNOWN,,,,,,
R-364,13617292729,623895532,50.08,residential,,UNKNOWN,,,,,,
R-365,13617327485,13617280082,128.75,residential,0.5462,HIGH,0.7691,0.72,0.72,0.1356,0.277,0.7167
R-366,13617327485,13617327487,13.04,residential,0.4955,MODERATE,0.6936,0.6514,0.6514,0.0009,0.265,0.8883
R-367,13617327485,7404711477,52.26,residential,0.534,HIGH,0.7112,0.6686,0.6686,0.055,0.384,0.8917
R-368,13617327487,13617327485,13.04,residential,0.4955,MODERATE,0.6936,0.6514,0.6514,0.0009,0.265,0.8883
R-369,13617327487,13617327487,99.62,residential,0.4821,MODERATE,0.6948,0.6543,0.6543,0.0009,0.2146,0.8175
R-370,13617327487,13617327487,99.62,residential,0.4821,MODERATE,0.6948,0.6543,0.6543,0.0009,0.2146,0.8175
R-371,13617483789,13617483791,5.29,tertiary,0.6152,HIGH,0.8394,0.7829,0.7829,0.3436,0.3575,0.5092
R-372,13617483791,13617483792,2.64,tertiary,0.6306,HIGH,0.8561,0.7971,0.7971,0.3592,0.3829,0.5108
R-373,13617483791,13619318866,100.36,residential,0.5852,HIGH,0.8409,0.7829,0.7829,0.2434,0.2819,0.52
R-374,13617483792,13617550909,20.4,residential,0.6628,HIGH,0.8715,0.8114,0.8114,0.4016,0.4521,0.5642
R-375,13617483792,13617550913,9.91,tertiary,0.6426,HIGH,0.8515,0.7914,0.7914,0.3881,0.4235,0.5417
R-376,13617483794,13617550919,9.35,tertiary,0.6171,HIGH,0.8194,0.7657,0.7629,0.3528,0.3708,0.5942
R-377,13617483794,13617550927,24.58,tertiary,0.6138,HIGH,0.8052,0.7514,0.7514,0.3419,0.3759,0.65
R-378,13617550905,13617483789,8.06,tertiary,0.5993,HIGH,0.8224,0.7686,0.7686,0.3265,0.3321,0.5067
R-379,13617550905,13617550915,26.3,tertiary,0.5324,HIGH,0.7727,0.7229,0.7229,0.1946,0.218,0.5325
R-380,13617550909,13617092832,156.58,residential,0.7102,HIGH,0.9003,0.8371,0.8371,0.4532,0.4526,0.7867
R-381,13617550909,13617550913,21.05,residential,0.663,HIGH,0.8642,0.8029,0.8029,0.409,0.4631,0.5792
R-382,13617550913,13617483794,3.32,tertiary,0.6339,HIGH,0.8342,0.7771,0.7771,0.3857,0.4159,0.5558
R-383,13617550915,245666158,28.38,tertiary,0.4665,MODERATE,0.7064,0.6629,0.6657,0.0461,0.1621,0.5925
R-384,13617550915,7365871208,7.27,tertiary_link,0.4872,MODERATE,0.7518,0.7057,0.7057,0.0799,0.1653,0.4908
R-385,13617550919,13617550905,12.15,tertiary,0.5885,HIGH,0.8052,0.7514,0.7514,0.3014,0.309,0.5783
R-386,13617550926,13617550919,19.52,tertiary,0.5892,HIGH,0.7885,0.7371,0.7371,0.2877,0.3169,0.6842
R-387,13617550926,13617550927,7.96,tertiary_link,0.591,HIGH,0.7709,0.72,0.72,0.2888,0.348,0.7483
R-388,13617550927,13617550926,7.96,tertiary_link,0.591,HIGH,0.7709,0.72,0.72,0.2888,0.348,0.7483
R-389,13617550927,13617550929,85.37,tertiary,0.5309,HIGH,0.7155,0.6714,0.6714,0.1861,0.2678,0.7542
R-390,13617550928,13617550926,86.76,tertiary,0.5268,HIGH,0.7088,0.6657,0.6657,0.1778,0.2608,0.7733
R-391,13617550928,13617550929,14.72,residential,0.4521,MODERATE,0.6597,0.6229,0.6257,0.0,0.1785,0.7492
R-392,13617550928,13618123059,16.53,residential,0.452,MODERATE,0.6515,0.6171,0.6171,0.0,0.1881,0.775
R-393,13617550929,13617550923,27.06,tertiary,0.483,MODERATE,0.6609,0.6257,0.6257,0.0939,0.2482,0.7583
R-394,13617550929,13617550928,14.72,residential,0.4521,MODERATE,0.6597,0.6229,0.6257,0.0,0.1785,0.7492
R-395,13618123059,13617550928,16.53,residential,0.452,MODERATE,0.6515,0.6171,0.6171,0.0,0.1881,0.775
R-396,13618123059,13618123066,49.46,residential,0.4662,MODERATE,0.6548,0.62,0.62,0.0307,0.2226,0.7867
R-397,13618123059,13618123089,18.89,residential,0.4489,MODERATE,0.6406,0.6057,0.6057,0.0018,0.1941,0.7933
R-398,13618123066,13618123059,49.46,residential,0.4662,MODERATE,0.6548,0.62,0.62,0.0307,0.2226,0.7867
R-399,13618123066,13618123089,14.18,residential,0.4591,MODERATE,0.643,0.6086,0.6086,0.0237,0.2228,0.7933
R-400,13618123066,13618123089,137.56,residential,0.4416,MODERATE,0.6148,0.5829,0.5829,0.0054,0.2296,0.7908
R-401,13618123089,13618123059,18.89,residential,0.4489,MODERATE,0.6406,0.6057,0.6057,0.0018,0.1941,0.7933
R-402,13618123089,13618123066,14.18,residential,0.4591,MODERATE,0.643,0.6086,0.6086,0.0237,0.2228,0.7933
R-403,13618123089,13618123066,137.56,residential,0.4416,MODERATE,0.6148,0.5829,0.5829,0.0054,0.2296,0.7908
R-404,13618156305,13618156307,29.01,residential,0.3963,MODERATE,0.5861,0.5571,0.5571,0.0,0.227,0.5
R-405,13618156307,13617550928,62.17,tertiary,0.4561,MODERATE,0.6324,0.6,0.6,0.0307,0.237,0.7792
R-406,13618156307,13618156305,29.01,residential,0.3962,MODERATE,0.5858,0.5571,0.5571,0.0,0.227,0.5
R-407,13618292019,13618292025,19.65,residential,0.1554,LOW,0.1376,0.16,0.16,0.0,0.1091,0.555
R-408,13618292019,13618292027,7.85,residential,0.166,LOW,0.1618,0.1829,0.1829,0.0,0.1098,0.5317
R-409,13618292019,245667468,4.23,residential,0.1804,LOW,0.1603,0.1829,0.18,0.0,0.1402,0.6375
R-410,13618292025,10111287875,47.89,residential,0.1573,LOW,0.2439,0.2543,0.2543,0.0148,0.0301,0.1208
R-411,13618292025,13618292019,19.65,residential,0.1554,LOW,0.1376,0.16,0.16,0.0,0.1091,0.555
R-412,13618292025,13618292030,12.03,residential,0.1223,LOW,0.1242,0.1486,0.1486,0.0,0.0611,0.3625
R-413,13618292027,13618292019,7.85,residential,0.166,LOW,0.1618,0.1829,0.1829,0.0,0.1098,0.5317
R-414,13618292027,13618292030,51.24,residential,0.1448,LOW,0.1955,0.2114,0.2114,0.0062,0.0454,0.2367
R-415,13618292027,13618292030,20.74,residential,0.1348,LOW,0.1467,0.1686,0.1686,0.0,0.0666,0.365
R-416,13618292030,13618292025,12.03,residential,0.1223,LOW,0.1242,0.1486,0.1486,0.0,0.0611,0.3625
R-417,13618292030,13618292027,51.24,residential,0.1448,LOW,0.1955,0.2114,0.2114,0.0062,0.0454,0.2367
R-418,13618292030,13618292027,20.74,residential,0.1348,LOW,0.1467,0.1686,0.1686,0.0,0.0666,0.365
R-419,13618347449,245667863,266.41,secondary,0.494,MODERATE,0.6494,0.6143,0.6143,0.2579,0.2585,0.5875
R-420,13618347449,7366246694,174.97,residential,0.421,MODERATE,0.6239,0.5914,0.5914,0.0734,0.1669,0.495
R-421,13618374654,13618374655,19.09,residential,0.5171,HIGH,0.7121,0.6686,0.6686,0.0315,0.308,0.8817
R-422,13618374655,13618374654,19.09,residential,0.5171,HIGH,0.7121,0.6686,0.6686,0.0315,0.308,0.8817
R-423,13618374655,13618374657,21.38,residential,0.5376,HIGH,0.7209,0.6771,0.6771,0.0397,0.3729,0.9258
R-424,13618374655,13618374664,69.05,residential,0.575,HIGH,0.7248,0.68,0.68,0.0229,0.6224,0.9408
R-425,13618374655,6598052694,16.18,residential,0.5104,HIGH,0.7091,0.6686,0.6657,0.0156,0.2916,0.8817
R-426,13618374656,13618374657,15.18,residential,0.5539,HIGH,0.7236,0.68,0.68,0.0679,0.4225,0.9425
R-427,13618374657,13618374655,21.38,residential,0.5376,HIGH,0.7209,0.6771,0.6771,0.0397,0.3729,0.9258
R-428,13618374657,13618374656,15.18,residential,0.5539,HIGH,0.7236,0.68,0.68,0.0679,0.4225,0.9425
R-429,13618374657,5911310880,39.28,residential,0.5342,HIGH,0.713,0.6686,0.6686,0.0237,0.3906,0.9425
R-430,13618374664,13618374655,69.05,residential,0.575,HIGH,0.7248,0.68,0.68,0.0229,0.6224,0.9408
R-431,13618374670,5911310880,65.19,residential,0.5539,HIGH,0.7276,0.6829,0.6829,0.0907,0.4005,0.9117
R-432,13618374671,13618374676,66.12,residential,0.591,HIGH,0.7345,0.6886,0.6886,0.2359,0.4341,0.9075
R-433,13618374671,13618374677,45.51,residential,0.6557,HIGH,0.7412,0.6971,0.6971,0.429,0.57,0.9217
R-434,13618374671,13618374681,26.7,residential,0.6176,HIGH,0.7352,0.6914,0.6914,0.3338,0.469,0.915
R-435,13618374676,13618374671,66.12,residential,0.591,HIGH,0.7345,0.6886,0.6886,0.2359,0.4341,0.9075
R-436,13618374676,13618374681,42.66,residential,0.5199,HIGH,0.7106,0.6686,0.6686,0.0181,0.3167,0.9267
R-437,13618374676,5911310880,18.15,residential,0.5159,HIGH,0.7121,0.6686,0.6686,0.0,0.324,0.9083
R-438,13618374677,12406104885,76.32,residential,0.5276,HIGH,0.7236,0.68,0.68,0.0945,0.2751,0.8475
R-439,13618374677,13618374671,45.51,residential,0.6557,HIGH,0.7412,0.6971,0.6971,0.429,0.57,0.9217
R-440,13618374677,13618374681,71.66,residential,0.6489,HIGH,0.7361,0.6914,0.6914,0.4114,0.5606,0.9333
R-441,13618374677,13618374689,57.67,residential,0.5778,HIGH,0.7612,0.7143,0.7143,0.2757,0.2986,0.7558
R-442,13618374681,13618374671,26.7,residential,0.6176,HIGH,0.7352,0.6914,0.6914,0.3338,0.469,0.915
R-443,13618374681,13618374676,42.66,residential,0.5199,HIGH,0.7106,0.6686,0.6686,0.0181,0.3167,0.9267
R-444,13618374681,13618374677,71.66,residential,0.6489,HIGH,0.7361,0.6914,0.6914,0.4114,0.5606,0.9333
R-445,13618374689,13618374677,57.67,residential,0.5778,HIGH,0.7612,0.7143,0.7143,0.2757,0.2986,0.7558
R-446,13618395293,13618395297,51.09,residential,0.8065,VERY_HIGH,0.8824,0.82,0.82,0.7649,0.7311,0.8042
R-447,13618395297,13618395293,51.09,residential,0.8065,VERY_HIGH,0.8824,0.82,0.82,0.7649,0.7311,0.8042
R-448,13618395297,13618395298,20.21,residential,0.7724,VERY_HIGH,0.8827,0.82,0.82,0.6921,0.6015,0.8017
R-449,13618395297,13618399201,8.18,residential,0.8363,VERY_HIGH,0.9024,0.84,0.84,0.7897,0.7979,0.8417
R-450,13618395298,13618395297,20.21,residential,0.7724,VERY_HIGH,0.8827,0.82,0.82,0.6921,0.6015,0.8017
R-451,13618399201,13618395297,8.18,residential,0.8363,VERY_HIGH,0.9024,0.84,0.84,0.7897,0.7979,0.8417
R-452,13618399201,13619536860,52.8,residential,0.7904,VERY_HIGH,0.8991,0.8343,0.8343,0.7182,0.6164,0.825
R-453,13618399201,5911310871,121.31,residential,0.7294,HIGH,0.8382,0.78,0.78,0.6625,0.4926,0.8233
R-454,13618414606,13618414607,23.83,residential,0.5204,HIGH,0.7848,0.7343,0.7343,0.0229,0.2127,0.7
R-455,13618414606,13618414607,62.6,residential,0.5361,HIGH,0.7864,0.7343,0.7343,0.0716,0.2365,0.72
R-456,13618414606,7365813760,13.43,residential,0.5017,HIGH,0.7633,0.7143,0.7143,0.0,0.1811,0.7183
R-457,13618414607,13618414606,23.83,residential,0.5204,HIGH,0.7848,0.7343,0.7343,0.0229,0.2127,0.7
R-458,13618414607,13618414606,62.6,residential,0.5361,HIGH,0.7864,0.7343,0.7343,0.0716,0.2365,0.72
R-459,13618414607,622039345,7.6,residential,0.5447,HIGH,0.8185,0.7657,0.7629,0.0454,0.2526,0.665
R-460,13619237603,13619237606,18.82,residential,0.5149,HIGH,0.7906,0.74,0.74,0.0071,0.2013,0.6617
R-461,13619237603,13619237610,13.31,residential,0.5216,HIGH,0.7973,0.7429,0.7429,0.0197,0.2104,0.6658
R-462,13619237603,622039354,70.45,residential,0.5666,HIGH,0.8312,0.7743,0.7743,0.1398,0.208,0.7017
R-463,13619237606,13619237603,18.82,residential,0.5149,HIGH,0.7906,0.74,0.74,0.0071,0.2013,0.6617
R-464,13619237610,13619237603,13.31,residential,0.5216,HIGH,0.7973,0.7429,0.7429,0.0197,0.2104,0.6658
R-465,13619237610,622039345,8.4,residential,0.5331,HIGH,0.8079,0.7543,0.7543,0.033,0.2276,0.6675
R-466,13619237610,7365813760,16.55,residential,0.512,HIGH,0.7803,0.7314,0.7286,0.0097,0.197,0.6892
R-467,13619239364,13619239365,12.26,residential,,UNKNOWN,,,,,,
R-468,13619239364,13619239367,21.43,residential,,UNKNOWN,,,,,,
